,sentence,Word,Tag,POS
2522,sentence : 128,the,O,DT
2523,sentence : 128,text,O,NN
2524,sentence : 128,I,O,PRP
2525,sentence : 128,wrote,O,VBD
2526,sentence : 128,on,O,IN
2527,sentence : 128,the,O,DT
2528,sentence : 128,day,O,NN
2529,sentence : 128,against,O,IN
2530,sentence : 128,homophobia,O,NN
2531,sentence : 129,RT,O,NNP
2532,sentence : 129,@DonnieWahlberg,O,NN
2534,sentence : 129,Soldiers,O,NNS
2536,sentence : 129,Familia,O,NNP
2538,sentence : 129,BH's...,O,NNP
2539,sentence : 129,NK,O,NNP
2540,sentence : 129,Fam,O,NNP
2542,sentence : 129,Homies,O,NNS
2544,sentence : 129,Etc,O,NNP
2546,sentence : 129,Etc,O,NNP
2548,sentence : 129,Etc,O,NNP
2550,sentence : 129,I,O,PRP
2551,sentence : 129,'m,O,VBP
2552,sentence : 129,gonna,O,JJ
2553,sentence : 129,need,O,VBP
2554,sentence : 129,some,O,DT
2555,sentence : 129,company,O,NN
2556,sentence : 129,next,O,JJ
2557,sentence : 129,Friday,O,NNP
2558,sentence : 129,in,O,IN
2559,sentence : 129,NYC,B,NNP
2561,sentence : 130,@lennaraye,O,VBP
2562,sentence : 130,i,O,NNS
2563,sentence : 130,know,O,VBP
2564,sentence : 130,its,O,PRP$
2565,sentence : 130,awful,O,JJ
2567,sentence : 130,i,O,JJ
2568,sentence : 130,hate,O,VBP
2569,sentence : 130,the,O,DT
2570,sentence : 130,feeling,O,NN
2571,sentence : 130,of,O,IN
2572,sentence : 130,being,O,VBG
2573,sentence : 130,passed,O,VBN
2574,sentence : 130,even,O,RB
2575,sentence : 130,when,O,WRB
2576,sentence : 130,im,O,NN
2577,sentence : 130,going,O,VBG
2578,sentence : 130,a,O,DT
2579,sentence : 130,little,O,JJ
2580,sentence : 130,bit,O,NN
2581,sentence : 130,over,O,IN
2582,sentence : 130,speed,O,NN
2583,sentence : 130,limit,O,NN
2584,sentence : 131,Read,O,NNP
2585,sentence : 131,so,O,RB
2586,sentence : 131,much,O,RB
2587,sentence : 131,on,O,IN
2588,sentence : 131,India,B,NNP
2590,sentence : 131,looks,O,VBZ
2591,sentence : 131,like,O,IN
2592,sentence : 131,a,O,DT
2593,sentence : 131,cert,O,NN
2594,sentence : 131,for,O,IN
2595,sentence : 131,future,O,JJ
2596,sentence : 131,vacation,O,NN
2598,sentence : 131,when,O,WRB
2599,sentence : 131,I'm,O,NNP
2600,sentence : 131,retired,O,VBD
2601,sentence : 131,probably,O,RB
2603,sentence : 131,http://bit.ly/b9vMjW,O,VB
2604,sentence : 132,Next,O,JJ
2605,sentence : 132,time,O,NN
2606,sentence : 132,you'll,O,NN
2607,sentence : 132,show,O,NN
2608,sentence : 132,restraint,O,NN
2609,sentence : 132,you,O,PRP
2610,sentence : 132,don't,O,VBP
2611,sentence : 132,get,O,VB
2612,sentence : 132,another,O,DT
2613,sentence : 132,chance,O,NN
2614,sentence : 132,life,O,NN
2615,sentence : 132,is,O,VBZ
2616,sentence : 132,no,O,DT
2617,sentence : 132,nintendo,B,JJ
2618,sentence : 132,game,O,NN
2619,sentence : 132,but,O,CC
2620,sentence : 132,you,O,PRP
2621,sentence : 132,lied,O,VBD
2622,sentence : 132,again,O,RB
2623,sentence : 132,now,O,RB
2624,sentence : 132,you,O,PRP
2625,sentence : 132,get,O,VBP
2626,sentence : 132,to,O,TO
2627,sentence : 132,watch,O,VB
2628,sentence : 132,her,O,PRP$
2629,sentence : 132,leave,O,JJ
2630,sentence : 133,'@Lovelylanvin,O,POS
2631,sentence : 133,Oh,O,NNP
2632,sentence : 133,ugh,O,NN
2634,sentence : 133,Should,O,MD
2635,sentence : 133,never,O,RB
2636,sentence : 133,do,O,VB
2637,sentence : 133,#ff,O,JJR
2638,sentence : 133,before,O,IN
2639,sentence : 133,coffee,O,NN
2641,sentence : 133,You,O,PRP
2642,sentence : 133,should,O,MD
2643,sentence : 133,have,O,VB
2644,sentence : 133,been,O,VBN
2645,sentence : 133,in,O,IN
2646,sentence : 133,the,O,DT
2648,sentence : 133,tweeps,O,NNS
2649,sentence : 133,who,O,WP
2650,sentence : 133,are,O,VBP
2651,sentence : 133,friends,O,NNS
2652,sentence : 133,IRL,O,NNP
2654,sentence : 133,Sorry,O,NNP
2656,sentence : 134,Grammar,B,NNP
2657,sentence : 134,Boot,I,NNP
2658,sentence : 134,Camp,I,NNP
2659,sentence : 134,starts,O,VBZ
2660,sentence : 134,on,O,IN
2661,sentence : 134,Monday,O,NNP
2663,sentence : 134,7th,O,CD
2664,sentence : 134,graders,O,NNS
2665,sentence : 134,should,O,MD
2666,sentence : 134,be,O,VB
2667,sentence : 134,ready,O,JJ
2668,sentence : 134,to,O,TO
2669,sentence : 134,GO-GO-GO,O,NNP
2671,sentence : 134,8th,O,CD
2672,sentence : 134,Graders,O,NNS
2673,sentence : 134,have,O,VBP
2674,sentence : 134,a,O,DT
2675,sentence : 134,big,O,JJ
2676,sentence : 134,project,O,NN
2677,sentence : 134,due,O,JJ
2678,sentence : 134,next,O,JJ
2679,sentence : 134,Friday,O,NNP
2681,sentence : 134,be,O,VB
2682,sentence : 134,ready,O,JJ
2684,sentence : 135,I,O,PRP
2685,sentence : 135,wanna,O,VBP
2686,sentence : 135,go,O,VB
2687,sentence : 135,to,O,TO
2688,sentence : 135,the,O,DT
2689,sentence : 135,mall,O,NN
2690,sentence : 135,SO,O,NNP
2691,sentence : 135,bad,O,JJ
2693,sentence : 135,Not,O,RB
2694,sentence : 135,enough,O,JJ
2695,sentence : 135,hours,O,NNS
2696,sentence : 135,in,O,IN
2697,sentence : 135,a,O,DT
2698,sentence : 135,day,O,NN
2699,sentence : 136,[,O,NNP
2700,sentence : 136,Reuters,O,NNP
2701,sentence : 136,Govt,O,NNP
2702,sentence : 136,Reg,O,NNP
2703,sentence : 136,],O,NNP
2704,sentence : 136,UPDATE,O,NNP
2705,sentence : 136,1-Tighter,O,JJ
2706,sentence : 136,rules,O,NNS
2707,sentence : 136,for,O,IN
2708,sentence : 136,market,O,NN
2709,sentence : 136,makers,O,NNS
2710,sentence : 136,post-'flash,O,VBP
2711,sentence : 136,crash':,O,JJ
2712,sentence : 136,NEW,B,NNP
2713,sentence : 136,YORK,I,NNP
2715,sentence : 136,Sept,O,NNP
2716,sentence : 136,17,O,CD
2717,sentence : 136,(,O,(
2718,sentence : 136,Reuters,B,NNPS
2719,sentence : 136,),O,)
2721,sentence : 136,U,O,NN
2723,sentence : 136,S,O,NNP
2725,sentence : 136,http://bit.ly/bWUyBR,O,VBZ
2726,sentence : 137,@aplusk,O,VB
2727,sentence : 137,What,O,WP
2728,sentence : 137,made,O,VBD
2729,sentence : 137,you,O,PRP
2730,sentence : 137,laugh,O,IN
2731,sentence : 137,?,O,.
2732,sentence : 137,This,O,DT
2733,sentence : 137,did,O,VBD
2735,sentence : 137,courtesy,O,NN
2736,sentence : 137,of,O,IN
2737,sentence : 137,@rainnwilson,O,NNP
2738,sentence : 137,http://www.officetally.com/rainn-wilson-and-friends-seattle-oct-23,O,JJ
2739,sentence : 138,@HotwifeKay,O,NN
2740,sentence : 138,after,O,IN
2741,sentence : 138,Big,O,NNP
2742,sentence : 138,Maxxx,O,NNP
2743,sentence : 138,@killerCram,O,NNP
2745,sentence : 138,left,O,VBD
2746,sentence : 138,his,O,PRP$
2747,sentence : 138,mark,O,NN
2749,sentence : 138,on,O,IN
2750,sentence : 138,my,O,PRP$
2751,sentence : 138,hottie,O,JJ
2752,sentence : 138,SlutWife,O,NN
2754,sentence : 138,http://tinyurl.com/25gxuvq,O,NN
2755,sentence : 139,i,O,NN
2756,sentence : 139,want,O,VBP
2757,sentence : 139,a,O,DT
2758,sentence : 139,bath,O,NN
2759,sentence : 139,but,O,CC
2760,sentence : 139,do,O,VBP
2761,sentence : 139,n't,O,RB
2762,sentence : 139,have,O,VB
2763,sentence : 139,a,O,DT
2764,sentence : 139,bath,O,NN
2766,sentence : 139,shut,O,VBD
2767,sentence : 139,up,O,RP
2769,sentence : 139,sam,B,NN
2770,sentence : 139,'s,O,POS
2771,sentence : 139,coming,O,JJ
2772,sentence : 139,tomorrow,O,NN
2773,sentence : 139,and,O,CC
2774,sentence : 139,steve,B,NN
2775,sentence : 139,and,O,CC
2776,sentence : 139,tanya,B,NN
2777,sentence : 139,will,O,MD
2778,sentence : 139,be,O,VB
2779,sentence : 139,round,O,VBN
2780,sentence : 139,at,O,IN
2781,sentence : 139,10am,O,CD
2782,sentence : 139,so,O,RB
2783,sentence : 139,go,O,VB
2784,sentence : 139,away,O,RP
2785,sentence : 139,you,O,PRP
2786,sentence : 139,mean,O,VBP
2787,sentence : 139,people,O,NNS
2788,sentence : 140,'@krtgrphr,O,VBP
2789,sentence : 140,it,O,PRP
2790,sentence : 140,was,O,VBD
2792,sentence : 140,Oo,O,NNP
2793,sentence : 140,Harii,O,NNP
2795,sentence : 140,once,O,RB
2796,sentence : 140,upon,O,IN
2797,sentence : 140,a,O,DT
2798,sentence : 140,time,O,NN
2800,sentence : 140,and,O,CC
2801,sentence : 140,the,O,DT
2802,sentence : 140,666,O,CD
2803,sentence : 140,depict,O,NN
2804,sentence : 140,moodu,O,NN
2805,sentence : 140,namalu,O,IN
2807,sentence : 141,i,O,NN
2808,sentence : 141,just,O,RB
2809,sentence : 141,woke,O,VBD
2810,sentence : 141,up,O,RP
2811,sentence : 141,from,O,IN
2812,sentence : 141,the,O,DT
2813,sentence : 141,worst,O,JJS
2814,sentence : 141,nap,O,JJ
2815,sentence : 141,eva,O,NN
2817,sentence : 141,arggghhh,O,NN
2819,sentence : 141,now,O,RB
2820,sentence : 141,its,O,PRP$
2821,sentence : 141,time,O,NN
2822,sentence : 141,for,O,IN
2823,sentence : 141,work,O,NN
2825,sentence : 141,double,O,JJ
2826,sentence : 141,arggghhh,O,NN
2828,sentence : 142,Over,O,IN
2829,sentence : 142,1,O,CD
2831,sentence : 142,5,O,CD
2832,sentence : 142,week,O,NN
2833,sentence : 142,sta,O,NN
2834,sentence : 142,ik,O,NN
2835,sentence : 142,in,O,IN
2836,sentence : 142,de,O,FW
2837,sentence : 142,keuken,O,FW
2838,sentence : 142,bij,O,NN
2839,sentence : 142,Delphi,B,NNP
2841,sentence : 142,ik,O,NN
2842,sentence : 142,word,O,NN
2843,sentence : 142,toch,O,NN
2844,sentence : 142,ooit,O,IN
2845,sentence : 142,nog,O,JJ
2846,sentence : 142,kok,O,NN
2848,sentence : 143,If,O,IN
2849,sentence : 143,I,O,PRP
2850,sentence : 143,had,O,VBD
2851,sentence : 143,one,O,CD
2852,sentence : 143,wish,O,NN
2853,sentence : 143,it,O,PRP
2854,sentence : 143,would,O,MD
2855,sentence : 143,be,O,VB
2856,sentence : 143,to,O,TO
2857,sentence : 143,drive,O,VB
2858,sentence : 143,bugatti,B,NNS
2859,sentence : 143,V,I,NNP
2860,sentence : 143,for,O,IN
2861,sentence : 143,a,O,DT
2862,sentence : 143,day,O,NN
2864,sentence : 143,Pretty,O,NNP
2865,sentence : 143,pls,O,JJ
2866,sentence : 143,fix,O,NN
2867,sentence : 143,it,O,PRP
2868,sentence : 143,for,O,IN
2869,sentence : 143,me,O,PRP
2870,sentence : 143,jim,O,NN
2872,sentence : 143,Xxx,O,NN
2873,sentence : 144,I,O,PRP
2874,sentence : 144,want,O,VBP
2875,sentence : 144,it,O,PRP
2876,sentence : 144,NOW,O,NNP
2878,sentence : 144,;),O,NN
2879,sentence : 144,RT,O,NNP
2881,sentence : 144,@corsairartisan,O,JJ
2882,sentence : 144,Pumpkin,B,NNP
2883,sentence : 144,Moonshine,I,NNP
2884,sentence : 144,has,O,VBZ
2885,sentence : 144,arrived,O,VBN
2886,sentence : 144,in,O,IN
2887,sentence : 144,Nashville,B,NNP
2889,sentence : 144,Give,O,VB
2890,sentence : 144,it,O,PRP
2891,sentence : 144,a,O,DT
2892,sentence : 144,week,O,NN
2893,sentence : 144,to,O,TO
2894,sentence : 144,get,O,VB
2895,sentence : 144,it,O,PRP
2896,sentence : 144,in,O,IN
2897,sentence : 144,stores,O,NNS
2899,sentence : 144,KY,B,NNP
2900,sentence : 144,ships,O,NNS
2901,sentence : 144,next,O,IN
2902,sentence : 144,week,O,NN
2904,sentence : 145,its,O,PRP$
2905,sentence : 145,time,O,NN
2906,sentence : 145,for,O,IN
2907,sentence : 145,the,O,DT
2908,sentence : 145,devil,O,NN
2909,sentence : 145,to,O,TO
2910,sentence : 145,dance,O,NN
2914,sentence : 146,Not,O,RB
2915,sentence : 146,feeling,O,VBG
2916,sentence : 146,up,O,RP
2917,sentence : 146,to,O,TO
2918,sentence : 146,par,O,NN
2919,sentence : 146,today,O,NN
2921,sentence : 146,#stressing,O,VBG
2922,sentence : 147,RT,O,NNP
2923,sentence : 147,@aBaddBeautyy,O,NN
2925,sentence : 147,What,O,WP
2926,sentence : 147,did,O,VBD
2927,sentence : 147,you,O,PRP
2928,sentence : 147,say,O,VBP
2929,sentence : 147,is,O,VBZ
2930,sentence : 147,happening,O,VBG
2931,sentence : 147,at,O,IN
2932,sentence : 147,your,O,PRP$
2933,sentence : 147,house,O,NN
2934,sentence : 147,tonite,O,JJ
2935,sentence : 147,@FlyHighBird,O,NN
2936,sentence : 147,?,O,.
2937,sentence : 147,*cough*,O,CD
2939,sentence : 147,&gt;,O,JJ
2940,sentence : 147,&gt;,O,JJ
2941,sentence : 147,*cough*,O,NN
2942,sentence : 148,@CULTOFMIKEY,O,VBD
2943,sentence : 148,It,O,PRP
2944,sentence : 148,'s,O,VBZ
2945,sentence : 148,too,O,RB
2946,sentence : 148,long,O,JJ
2948,sentence : 148,and,O,CC
2949,sentence : 148,it,O,PRP
2950,sentence : 148,just,O,RB
2952,sentence : 148,I,O,PRP
2953,sentence : 148,do,O,VBP
2954,sentence : 148,n't,O,RB
2955,sentence : 148,know,O,VB
2957,sentence : 148,it,O,PRP
2958,sentence : 148,sounds,O,VBZ
2959,sentence : 148,cliche,O,NN
2961,sentence : 148,And,O,CC
2962,sentence : 148,dumb,O,JJ
2964,sentence : 148,My,O,PRP$
2965,sentence : 148,sister,O,NN
2966,sentence : 148,wants,O,VBZ
2967,sentence : 148,to,O,TO
2968,sentence : 148,cry,O,VB
2969,sentence : 148,she,O,PRP
2970,sentence : 148,hates,O,VBZ
2971,sentence : 148,it,O,PRP
2972,sentence : 148,so,O,RB
2973,sentence : 148,much,O,JJ
2975,sentence : 149,been,O,VBN
2976,sentence : 149,reading,O,VBG
2977,sentence : 149,shit,O,NN
2978,sentence : 149,about,O,IN
2979,sentence : 149,ppl,O,NN
2980,sentence : 149,have'n,O,NN
2981,sentence : 149,neon,O,NN
2982,sentence : 149,shit,O,NN
2983,sentence : 149,and,O,CC
2984,sentence : 149,black'n,O,NN
2985,sentence : 149,out,O,RP
2986,sentence : 149,after,O,IN
2987,sentence : 149,a,O,DT
2988,sentence : 149,night,O,NN
2989,sentence : 149,of,O,IN
2990,sentence : 149,#4lokos,O,NNP
2991,sentence : 149,lol,O,FW
2992,sentence : 149,iown,O,JJ
2993,sentence : 149,kno,O,NN
2994,sentence : 149,if,O,IN
2995,sentence : 149,I,O,PRP
2996,sentence : 149,can,O,MD
2997,sentence : 149,trust,O,VB
2998,sentence : 149,it,O,PRP
2999,sentence : 149,lol,O,JJ
3000,sentence : 149,@JUICEBOXX513,O,JJ
3001,sentence : 150,@rattleknackers,O,NNS
3002,sentence : 150,amusing,O,VBG
3003,sentence : 150,?,O,.
3004,sentence : 150,This,O,DT
3005,sentence : 150,is,O,VBZ
3006,sentence : 150,some,O,DT
3007,sentence : 150,of,O,IN
3008,sentence : 150,the,O,DT
3009,sentence : 150,greatest,O,JJS
3010,sentence : 150,music,O,NN
3011,sentence : 150,of,O,IN
3012,sentence : 150,all,O,DT
3013,sentence : 150,time,O,NN
3015,sentence : 150,my,O,PRP$
3016,sentence : 150,foot,O,NN
3017,sentence : 150,has,O,VBZ
3018,sentence : 150,n't,O,RB
3019,sentence : 150,stopped,O,VBN
3020,sentence : 150,tapping,O,VBG
3021,sentence : 150,all,O,DT
3022,sentence : 150,night,O,NN
3023,sentence : 151,Train,O,NNP
3024,sentence : 151,with,O,IN
3025,sentence : 151,us,O,PRP
3026,sentence : 151,for,O,IN
3027,sentence : 151,the,O,DT
3028,sentence : 151,HCA,B,NNP
3029,sentence : 151,8K,I,CD
3031,sentence : 151,We,O,PRP
3032,sentence : 151,start,O,VBP
3033,sentence : 151,tomorrow,O,NN
3034,sentence : 151,morning,O,NN
3035,sentence : 151,at,O,IN
3036,sentence : 151,7:30,O,CD
3037,sentence : 151,am,O,VBP
3038,sentence : 151,at,O,IN
3039,sentence : 151,the,O,DT
3040,sentence : 151,showroom,O,NN
3042,sentence : 152,Jan,B,NNP
3043,sentence : 152,Brewer,I,NNP
3045,sentence : 152,Beheadings,O,NNS
3046,sentence : 152,?,O,.
3047,sentence : 152,http://bit.ly/a2LBMP,O,NN
3048,sentence : 153,only,O,RB
3049,sentence : 153,on,O,IN
3050,sentence : 153,the,O,DT
3051,sentence : 153,#LateLate,O,NN
3052,sentence : 153,can,O,MD
3053,sentence : 153,i,O,VB
3054,sentence : 153,find,O,VB
3055,sentence : 153,respect,O,NN
3056,sentence : 153,for,O,IN
3057,sentence : 153,#desbishop,O,NN
3059,sentence : 153,he,O,PRP
3060,sentence : 153,'s,O,VBZ
3061,sentence : 153,actually,O,RB
3062,sentence : 153,pretty,O,JJ
3063,sentence : 153,funny,O,JJ
3065,sentence : 153,never,O,RB
3066,sentence : 153,liked,O,VBD
3067,sentence : 153,him,O,PRP
3068,sentence : 153,before,O,IN
3069,sentence : 153,this,O,DT
3070,sentence : 153,point,O,NN
3072,sentence : 154,tell,O,VB
3073,sentence : 154,ur,O,JJ
3074,sentence : 154,dad2bring,O,VBG
3075,sentence : 154,the,O,DT
3076,sentence : 154,ypp,O,NN
3077,sentence : 154,back,O,RB
3078,sentence : 154,in,O,IN
3079,sentence : 154,Hayes,O,NNP
3080,sentence : 154,we,O,PRP
3081,sentence : 154,sorted,O,VBD
3082,sentence : 154,it,O,PRP
3083,sentence : 154,out,O,IN
3084,sentence : 154,last,O,JJ
3085,sentence : 154,time,O,NN
3086,sentence : 154,I'm,O,NNP
3087,sentence : 154,like,O,IN
3088,sentence : 154,yea,O,NNP
3089,sentence : 154,I'll,O,NNP
3090,sentence : 154,tell,O,VBP
3091,sentence : 154,him,O,PRP
3092,sentence : 154,*covers,O,NNS
3093,sentence : 154,eyes*wat,O,VBP
3094,sentence : 154,informing,O,VBG
3095,sentence : 154,am,O,VBP
3096,sentence : 154,I,O,PRP
3097,sentence : 154,doing,O,VBG
3098,sentence : 154,#llowit,O,JJ
3099,sentence : 155,@shaikhamah,O,NNP
3100,sentence : 155,oh,O,MD
3101,sentence : 155,yeah,O,VB
3102,sentence : 155,30th,O,CD
3104,sentence : 155,Sorry,O,NNP
3105,sentence : 155,I,O,PRP
3106,sentence : 155,am,O,VBP
3107,sentence : 155,lost,O,VBN
3108,sentence : 155,in,O,IN
3109,sentence : 155,time,O,NN
3111,sentence : 155,my,O,PRP$
3112,sentence : 155,apologies,O,NNS
3113,sentence : 155,m(,O,VBP
3115,sentence : 155,_,O,NN
3117,sentence : 155,)m,O,VB
3118,sentence : 156,this,O,DT
3119,sentence : 156,is,O,VBZ
3120,sentence : 156,what,O,WP
3121,sentence : 156,we,O,PRP
3122,sentence : 156,do,O,VBP
3123,sentence : 156,when,O,WRB
3124,sentence : 156,we,O,PRP
3125,sentence : 156,have,O,VBP
3126,sentence : 156,no,O,DT
3127,sentence : 156,picture,O,NN
3128,sentence : 156,ideas,O,NNS
3130,sentence : 156,http://twitpic.com/2pdzm0,O,NN
3131,sentence : 157,ThAnK,O,NNP
3132,sentence : 157,gOd,O,VBD
3133,sentence : 157,ItS,O,NNP
3134,sentence : 157,fRiDaY,O,NN
3136,sentence : 158,RT,O,NNP
3137,sentence : 158,@OMGwhatateen,O,NN
3139,sentence : 158,RT,O,VB
3140,sentence : 158,if,O,IN
3141,sentence : 158,you,O,PRP
3142,sentence : 158,are,O,VBP
3143,sentence : 158,happy,O,JJ
3144,sentence : 158,it,O,PRP
3145,sentence : 158,'s,O,VBZ
3146,sentence : 158,friday,O,JJ
3148,sentence : 158,#OMGwhatateen,O,JJ
3149,sentence : 159,@wackeychan,O,JJ
3150,sentence : 159,Awesome,O,NNP
3152,sentence : 159,First,O,NNP
3153,sentence : 159,episode,O,NN
3154,sentence : 159,goes,O,VBZ
3155,sentence : 159,up,O,RP
3156,sentence : 159,two,O,CD
3157,sentence : 159,weeks,O,NNS
3158,sentence : 159,from,O,IN
3159,sentence : 159,Monday,O,NNP
3161,sentence : 159,Hope,O,VBP
3162,sentence : 159,it,O,PRP
3163,sentence : 159,meets,O,VBZ
3164,sentence : 159,your,O,PRP$
3165,sentence : 159,expectations,O,NNS
3167,sentence : 160,even,O,RB
3168,sentence : 160,better,O,JJR
3169,sentence : 160,than,O,IN
3170,sentence : 160,cocktail,O,NN
3171,sentence : 160,friday,O,NN
3173,sentence : 160,http://is.gd/ffDb9,O,NN
3174,sentence : 161,It,O,PRP
3175,sentence : 161,makes,O,VBZ
3176,sentence : 161,me,O,PRP
3177,sentence : 161,#aggy,O,JJ
3178,sentence : 161,when,O,WRB
3179,sentence : 161,I,O,PRP
3180,sentence : 161,c,O,VBP
3181,sentence : 161,#OneoFMYfollowErs,O,JJ
3182,sentence : 161,retweet,O,VBP
3183,sentence : 161,her,O,PRP$
3184,sentence : 161,crock,O,NN
3185,sentence : 161,of,O,IN
3186,sentence : 161,shyt,O,NN
3187,sentence : 161,disguised,O,VBN
3188,sentence : 161,as,O,IN
3189,sentence : 161,a,O,DT
3190,sentence : 161,tweet,O,NN
3191,sentence : 161,lol,O,JJ
3192,sentence : 162,@jonronson,O,NNP
3193,sentence : 162,Ask,O,NNP
3194,sentence : 162,yourself,O,PRP
3195,sentence : 162,what,O,WP
3196,sentence : 162,the,O,DT
3197,sentence : 162,Mail,O,NN
3198,sentence : 162,on,O,IN
3199,sentence : 162,Sunday,O,NNP
3200,sentence : 162,would,O,MD
3201,sentence : 162,do,O,VB
3203,sentence : 162,and,O,CC
3204,sentence : 162,do,O,VBP
3205,sentence : 162,the,O,DT
3206,sentence : 162,opposite,O,NN
3208,sentence : 163,Always,O,NNS
3209,sentence : 163,wondered,O,VBD
3210,sentence : 163,which,O,WDT
3211,sentence : 163,species,O,NNS
3212,sentence : 163,had,O,VBD
3213,sentence : 163,the,O,DT
3214,sentence : 163,highest,O,JJS
3215,sentence : 163,biomass,O,NN
3216,sentence : 163,RT,O,NNP
3217,sentence : 163,@NatGeoSociety,O,NN
3219,sentence : 163,Friday,O,NNP
3220,sentence : 163,Fact,O,NNP
3222,sentence : 163,The,O,DT
3223,sentence : 163,world,O,NN
3224,sentence : 163,'s,O,POS
3225,sentence : 163,termites,O,NNS
3226,sentence : 163,outweigh,O,VBP
3227,sentence : 163,the,O,DT
3228,sentence : 163,world,O,NN
3229,sentence : 163,'s,O,POS
3230,sentence : 163,people,O,NNS
3231,sentence : 164,'I,O,CC
3232,sentence : 164,just,O,RB
3233,sentence : 164,took,O,VBD
3235,sentence : 164,Justin,B,NNP
3236,sentence : 164,Bieber,I,NNP
3237,sentence : 164,takes,O,VBZ
3238,sentence : 164,2,O,CD
3239,sentence : 164,months,O,NNS
3240,sentence : 164,off,O,IN
3241,sentence : 164,career,O,NN
3242,sentence : 164,to,O,TO
3243,sentence : 164,finish,O,VB
3244,sentence : 164,school,O,NN
3246,sentence : 164,H,O,NNP
3248,sentence : 164,and,O,CC
3249,sentence : 164,got,O,VBD
3251,sentence : 164,Part,O,NN
3252,sentence : 164,25,O,CD
3254,sentence : 164,They,O,PRP
3255,sentence : 164,got,O,VBD
3256,sentence : 164,my,O,PRP$
3257,sentence : 164,back,O,NN
3259,sentence : 164,Try,O,NNP
3260,sentence : 164,it,O,PRP
3262,sentence : 164,http://bit.ly/bcqNCs',O,NN
3263,sentence : 165,When,O,WRB
3264,sentence : 165,your,O,PRP$
3265,sentence : 165,database,O,NN
3266,sentence : 165,of,O,IN
3267,sentence : 165,all,O,DT
3268,sentence : 165,staff,O,NN
3269,sentence : 165,is,O,VBZ
3270,sentence : 165,on,O,IN
3271,sentence : 165,a,O,DT
3272,sentence : 165,flash,O,JJ
3273,sentence : 165,drive,O,NN
3274,sentence : 165,that,O,WDT
3275,sentence : 165,goes,O,VBZ
3276,sentence : 165,missing,O,VBG
3277,sentence : 165,#flash,O,NNP
3278,sentence : 165,#database,O,NNP
3279,sentence : 165,#Security,O,NNP
3280,sentence : 165,http://bit.ly/b1lWKW,O,NN
3281,sentence : 166,RT,O,NNP
3282,sentence : 166,@claywsyx6,O,NN
3284,sentence : 166,THE,O,DT
3285,sentence : 166,FOOTBALL,O,NNP
3286,sentence : 166,FEVER,O,NNP
3288,sentence : 166,Ohio,B,NNP
3289,sentence : 166,head,O,NN
3290,sentence : 166,coach,O,NN
3291,sentence : 166,Frank,B,NNP
3292,sentence : 166,Solich,I,NNP
3293,sentence : 166,says,O,VBZ
3294,sentence : 166,Ohio,B,NNP
3295,sentence : 166,State,I,NNP
3296,sentence : 166,knows,O,VBZ
3297,sentence : 166,they,O,PRP
3298,sentence : 166,have,O,VBP
3299,sentence : 166,a,O,DT
3300,sentence : 166,special,O,JJ
3301,sentence : 166,team,O,NN
3302,sentence : 166,and,O,CC
3303,sentence : 166,season,O,NN
3304,sentence : 166,underway,O,RB
3306,sentence : 166,Long,O,NNP
3308,sentence : 167,That,O,DT
3309,sentence : 167,'s,O,VBZ
3310,sentence : 167,when,O,WRB
3311,sentence : 167,you,O,PRP
3312,sentence : 167,start,O,VBP
3313,sentence : 167,to,O,TO
3314,sentence : 167,laugh,O,NN
3316,sentence : 167,Saying,O,VBG
3317,sentence : 167,I,O,PRP
3318,sentence : 167,just,O,RB
3319,sentence : 167,want,O,VBP
3320,sentence : 167,what,O,WP
3321,sentence : 167,I,O,PRP
3322,sentence : 167,can't,O,VBP
3323,sentence : 167,have,O,VB
3325,sentence : 167,Won't,O,NNP
3326,sentence : 167,even,O,RB
3327,sentence : 167,give,O,VB
3328,sentence : 167,me,O,PRP
3329,sentence : 167,a,O,DT
3330,sentence : 167,chance,O,NN
3332,sentence : 168,@BeLIEveNcRisS,O,VB
3333,sentence : 168,omg,O,IN
3334,sentence : 168,yayyy,O,NN
3335,sentence : 168,I,O,PRP
3336,sentence : 168,got,O,VBD
3337,sentence : 168,mine,O,JJ
3338,sentence : 168,today,O,NN
3339,sentence : 168,too,O,RB
3341,sentence : 168,:D,O,VBP
3342,sentence : 168,didn't,O,NNS
3343,sentence : 168,have,O,VBP
3344,sentence : 168,time,O,NN
3345,sentence : 168,to,O,TO
3346,sentence : 168,try,O,VB
3347,sentence : 168,it,O,PRP
3348,sentence : 168,on,O,IN
3349,sentence : 168,tho,O,IN
3351,sentence : 168,I,O,PRP
3352,sentence : 168,was,O,VBD
3353,sentence : 168,running,O,VBG
3354,sentence : 168,out,O,RP
3355,sentence : 168,the,O,DT
3356,sentence : 168,door,O,NN
3357,sentence : 168,to,O,TO
3358,sentence : 168,go,O,VB
3359,sentence : 168,to,O,TO
3360,sentence : 168,the,O,DT
3361,sentence : 168,concert,O,NN
3363,sentence : 168,),O,)
3364,sentence : 169,RT,O,NNP
3365,sentence : 169,@TeamShaneDawson,O,NN
3367,sentence : 169,RT,O,VB
3368,sentence : 169,If,O,IN
3369,sentence : 169,you,O,PRP
3370,sentence : 169,think,O,VBP
3371,sentence : 169,@AntiShaneDawson,O,EX
3372,sentence : 169,is,O,VBZ
3373,sentence : 169,a,O,DT
